istat_code,municipality,sea_coast_km,lake_coast_km,protected_areas_sqkm,museums,architectural_features,sports_facilities,nature_based,theme_parks,nightlife,public_transport_points,airport_straight_km
2054,Desana,0.0,0.0,0.0,0,5,4,0,0,0,4,50.827
2057,Fobello,0.0,0.0,8.132,3,1,5,19,0,0,0,55.657
2058,Fontanetto Po,0.0,0.0,3.257,0,1,7,2,0,0,3,42.153
2059,Formigliana,0.0,0.0,0.0,0,3,5,0,0,0,6,41.153
2061,Gattinara,0.0,1.018,0.951,0,23,54,4,0,7,10,28.853
2062,Ghislarengo,0.0,0.177,0.0,0,3,10,0,0,0,3,29.684
2065,Greggio,0.0,0.0,1.106,0,6,4,2,0,0,7,33.111
2066,Guardabosone,0.0,0.0,0.0,5,16,5,1,0,0,0,40.977
2067,Lamporo,0.0,0.0,0.0,0,1,7,0,0,0,0,35.411
2068,Lenta,0.0,0.171,4.191,0,3,6,0,0,0,6,29.084
2070,Lignana,0.0,0.0,0.0,0,6,6,0,0,1,3,49.524
2071,Livorno Ferraris,0.0,0.37,0.588,4,8,32,0,1,2,9,36.697
2072,Lozzolo,0.0,0.0,0.142,0,3,9,6,0,1,1,31.372
2078,Mollia,0.0,0.0,0.0,1,17,0,11,0,1,1,51.671
2079,Moncrivello,0.0,0.934,0.0,0,11,31,3,0,0,5,30.329
2082,Motta de' Conti,0.0,0.0,0.0,0,4,14,0,0,0,2,51.258
2088,Olcenengo,0.0,0.0,0.0,0,3,5,1,0,0,6,44.13
2089,Oldenico,0.0,0.0,2.171,0,2,2,2,0,0,2,37.181
2090,Palazzolo Vercellese,0.0,0.0,0.0,0,2,14,3,0,0,4,45.724
2091,Pertengo,0.0,0.0,0.0,0,0,8,0,0,1,0,50.314
2093,Pezzana,0.0,0.0,0.0,0,3,10,0,0,0,4,44.697
2096,Pila,0.0,0.0,0.0,0,8,15,7,0,0,3,52.922
2097,Piode,0.0,0.0,0.0,0,5,8,11,0,0,5,52.279
2102,Postua,0.0,0.0,0.0,0,0,4,7,0,0,0,42.736
2104,Prarolo,0.0,0.0,0.0,0,3,13,0,0,0,2,43.26
2107,Quarona,0.0,0.0,0.0,0,5,12,20,0,2,5,39.613
2108,Quinto Vercellese,0.0,0.0,0.0,0,4,5,0,0,0,5,40.35
2110,Rassa,0.0,0.0,0.0,1,2,1,21,0,0,0,47.459
2113,Rimella,0.0,0.0,9.957,2,3,0,17,0,0,1,52.478
2115,Rive,0.0,0.0,0.0,0,10,1,0,0,0,2,52.6
2116,Roasio,0.0,0.0,3.466,1,3,30,5,0,2,7,34.096
2118,Ronsecco,0.0,0.0,0.232,0,5,5,0,0,1,3,48.813
2121,Rossa,0.0,0.0,0.013,0,0,0,11,0,0,0,53.042
2122,Rovasenda,0.0,0.355,0.092,0,4,21,0,0,0,5,33.632
2126,Salasco,0.0,2.421,0.0,0,3,6,0,0,0,2,48.738
2127,Sali Vercellese,0.0,0.0,0.0,0,1,3,0,0,0,2,48.138
2128,Saluggia,0.0,0.0,2.653,0,1,20,1,0,0,2,29.873
2131,San Germano Vercellese,0.0,0.638,0.0,0,5,8,1,0,1,3,47.473
2133,Santhià,0.0,0.323,0.0,0,19,38,3,0,0,21,47.233
2134,Scopa,0.0,0.0,0.0,0,0,2,9,0,0,2,49.833
2135,Scopello,0.0,0.0,0.0,0,2,46,17,0,2,3,51.415
2137,Serravalle Sesia,0.0,0.0,0.0,0,15,29,6,0,4,6,32.8
2142,Stroppiana,0.0,0.0,0.0,0,0,9,0,0,0,2,49.258
2147,Tricerro,0.0,0.0,2.935,0,0,3,1,1,0,6,52.089
2148,Trino,0.0,0.0,10.744,1,17,23,1,0,1,15,48.395
2150,Tronzano Vercellese,0.0,0.0,0.0,0,5,24,0,0,0,5,44.041
2152,Valduggia,0.0,0.0,15.212,0,19,11,15,0,0,2,31.328
2156,Varallo,0.0,0.614,0.393,5,42,33,59,0,2,5,42.881
2158,Vercelli,0.0,0.0,0.0,10,125,171,3,0,12,240,42.291
2163,Villarboit,0.0,0.0,0.098,1,1,10,1,0,0,5,37.297
2164,Villata,0.0,0.0,0.466,0,11,16,0,0,1,0,35.769
2166,Vocca,0.0,0.0,0.0,0,3,2,5,0,0,1,47.355
2170,Alto Sermenza,0.0,0.0,9.025,2,7,8,31,0,0,2,53.535
2171,Cellio con Breia,0.0,0.0,0.0,1,15,5,23,0,0,1,35.322
3001,Agrate Conturbia,0.0,0.0,0.0,0,1,53,1,0,0,2,12.811
3002,Ameno,0.0,0.0,0.541,2,22,34,19,0,1,3,27.627
3006,Armeno,0.0,0.0,0.0,1,30,28,21,0,0,1,30.256
3008,Arona,0.0,5.746,1.968,4,25,128,13,0,17,20,20.271
3012,Barengo,0.0,1.206,0.0,0,6,24,0,0,0,2,17.951
3016,Bellinzago Novarese,0.0,5.4,4.667,1,12,60,0,0,0,10,10.623
3018,Biandrate,0.0,0.0,1.165,0,1,12,1,0,1,2,27.857
3019,Boca,0.0,0.0,4.097,0,4,8,2,0,0,2,25.39
3021,Bogogno,0.0,0.0,0.0,0,8,54,0,0,0,7,15.342
3022,Bolzano Novarese,0.0,0.105,0.004,0,5,14,1,0,0,3,26.105
3023,Borgolavezzaro,0.0,0.0,0.027,0,5,47,1,0,0,1,34.889
3024,Borgomanero,0.0,0.312,0.0,1,105,129,2,0,16,8,21.277
3025,Borgo Ticino,0.0,0.019,2.285,0,2,46,1,0,6,4,12.032
3026,Briga Novarese,0.0,0.0,0.0,1,8,32,1,0,1,0,23.689
3027,Briona,0.0,0.0,0.0,0,4,36,0,1,2,3,20.339
3030,Caltignaga,0.0,0.0,0.0,0,3,65,0,0,1,3,16.353
3032,Cameri,0.0,0.294,8.202,0,6,58,1,0,2,22,13.695
3036,Carpignano Sesia,0.0,0.0,0.0,1,8,42,0,0,3,1,25.794
3037,Casalbeltrame,0.0,0.0,4.452,1,4,22,1,0,1,2,29.694
3039,Casaleggio Novara,0.0,1.579,0.0,0,1,29,0,0,0,1,23.533
3040,Casalino,0.0,0.281,0.958,0,4,23,1,0,1,1,31.385
3041,Casalvolone,0.0,0.0,0.0,0,2,19,1,0,0,3,32.434
3042,Castellazzo Novarese,0.0,0.0,0.0,0,1,7,1,0,0,0,22.281
3043,Castelletto sopra Ticino,0.0,3.665,2.931,1,4,223,5,0,13,8,12.176
3044,Cavaglietto,0.0,0.0,0.0,0,5,4,0,0,0,2,18.053
3045,Cavaglio d'Agogna,0.0,0.0,0.348,0,3,11,0,0,1,1,19.774
3047,Cavallirio,0.0,0.0,1.569,0,6,16,1,0,0,0,25.347
3049,Cerano,0.0,0.207,8.923,0,16,107,1,0,2,18,25.597
3051,Colazza,0.0,0.0,0.0,0,2,9,4,0,1,0,25.635
3052,Comignago,0.0,0.0,0.755,0,2,26,1,0,0,0,15.999
3055,Cressa,0.0,0.0,0.0,1,0,14,0,0,2,3,16.958
3058,Cureggio,0.0,0.0,0.131,1,5,37,0,0,2,1,21.496
3060,Divignano,0.0,0.0,0.0,0,1,15,0,0,0,2,10.348
3062,Dormelletto,0.0,5.006,3.066,0,4,82,6,1,1,5,16.551
3065,Fara Novarese,0.0,0.237,0.0,1,5,40,1,0,0,1,22.344
3066,Fontaneto d'Agogna,0.0,0.087,4.928,0,2,30,0,0,1,0,20.093
3068,Galliate,0.0,0.0,8.677,1,16,62,1,0,9,23,16.114
3069,Garbagna Novarese,0.0,1.233,0.0,0,0,16,0,0,0,3,26.959
3070,Gargallo,0.0,0.0,0.007,0,6,15,4,0,0,0,26.705
3073,Ghemme,0.0,0.0,2.929,0,8,45,0,0,5,1,23.69
3076,Gozzano,0.0,2.494,0.07,1,18,54,3,0,0,4,26.635
3077,Granozzo con Monticello,0.0,0.0,0.0,0,1,41,1,0,1,2,30.909
3079,Grignasco,0.0,0.0,6.552,0,4,21,6,0,1,1,30.402
3082,Invorio,0.0,0.0,0.0,0,23,42,13,0,0,7,23.772
3083,Landiona,0.0,0.0,0.0,0,2,4,0,0,1,0,28.122
3084,Lesa,0.0,5.726,0.0,1,12,107,8,0,0,6,25.042
3088,Maggiora,0.0,0.0,0.151,0,4,26,1,0,0,0,25.547
3090,Mandello Vitta,0.0,0.0,0.0,0,2,8,0,0,0,0,25.058
3091,Marano Ticino,0.0,2.009,2.095,0,3,17,0,0,2,5,7.407
3093,Massino Visconti,0.0,0.0,0.0,0,15,51,9,0,0,0,26.636
3095,Meina,0.0,3.556,0.0,1,13,104,3,0,1,7,23.104
3097,Mezzomerico,0.0,0.0,0.0,0,9,16,0,0,0,1,9.795
3098,Miasino,0.0,1.285,0.0,0,28,21,3,1,0,1,29.941
3100,Momo,0.0,0.0,0.0,0,11,42,0,0,0,7,14.223
3103,Nebbiuno,0.0,0.0,0.0,0,12,78,9,0,2,4,25.662
3104,Nibbiola,0.0,0.0,0.0,0,1,10,0,0,0,0,29.591
3106,Novara,0.0,1.652,0.547,7,36,176,3,0,53,350,22.882
3108,Oleggio,0.0,0.166,11.239,2,26,111,3,0,1,8,7.196
3109,Oleggio Castello,0.0,0.0,0.656,0,4,42,2,0,1,3,19.844
3112,Orta San Giulio,0.0,8.544,0.42,0,83,32,9,0,7,4,29.989
3114,Paruzzaro,0.0,0.0,0.0,0,3,46,1,0,1,3,21.201
3115,Pella,0.0,6.925,0.0,0,10,22,3,0,0,2,33.169
3116,Pettenasco,0.0,5.323,0.0,2,4,35,5,0,1,3,33.281
3119,Pisano,0.0,0.0,0.0,0,1,21,3,0,2,1,24.908
3120,Pogno,0.0,0.128,0.018,0,27,8,1,0,0,1,30.643
3121,Pombia,0.0,0.0,6.851,0,2,36,1,1,0,3,6.427
3122,Prato Sesia,0.0,0.0,3.747,0,1,17,1,0,0,2,27.963
3129,Recetto,0.0,0.663,0.0,0,1,26,0,0,0,0,30.094
3130,Romagnano Sesia,0.0,0.0,3.358,1,2,27,2,0,2,2,25.392
3131,Romentino,0.0,2.32,4.426,0,8,51,1,0,1,9,18.528
3133,San Maurizio d'Opaglio,0.0,4.103,0.0,1,8,28,4,0,0,0,30.542
3134,San Nazzaro Sesia,0.0,0.0,0.421,1,2,34,2,0,0,1,32.792
3135,San Pietro Mosezzo,0.0,0.445,0.005,0,3,35,0,0,4,6,22.959
3138,Sillavengo,0.0,0.0,0.0,0,6,14,0,0,1,2,25.754
3139,Sizzano,0.0,0.0,0.042,0,6,20,0,0,0,4,22.77
3140,Soriso,0.0,0.0,0.154,0,13,12,3,0,0,1,28.113
3141,Sozzago,0.0,0.105,0.066,0,0,42,1,0,1,9,25.999
3143,Suno,0.0,0.0,0.0,1,5,32,0,0,0,4,13.959
3144,Terdobbiate,0.0,0.0,0.018,0,1,11,0,0,0,2,28.354
3146,Tornaco,0.0,0.212,0.096,1,1,29,0,0,0,3,30.811
3149,Trecate,0.0,2.414,2.946,0,9,125,0,0,10,27,21.966
3153,Vaprio d'Agogna,0.0,0.0,0.0,0,1,20,0,0,0,1,13.589
3154,Varallo Pombia,0.0,0.954,4.979,4,6,55,0,0,3,3,7.826
3158,Vespolate,0.0,0.725,0.0,0,2,14,1,0,0,1,31.926
3159,Vicolungo,0.0,0.0,0.0,0,2,28,0,1,4,2,26.989
3164,Vinzaglio,0.0,0.0,0.0,0,4,7,0,0,0,2,37.685
3166,Gattico-Veruno,0.0,0.0,0.112,1,24,83,0,0,3,8,17.565
4001,Acceglio,0.0,0.806,0.0,2,3,7,82,0,6,7,53.841
4002,Aisone,0.0,0.0,14.964,0,0,12,8,0,2,11,43.022
4003,Alba,0.0,0.0,0.0,4,6,108,3,0,12,189,35.928
4004,Albaretto della Torre,0.0,0.0,0.0,0,0,2,0,0,0,0,35.356
4005,Alto,0.0,0.034,0.259,0,1,2,4,0,1,0,55.919
4006,Argentera,0.0,1.565,0.0,1,1,26,25,0,0,3,56.747
4007,Arguello,0.0,0.0,0.0,0,0,1,0,0,0,0,38.188
4008,Bagnasco,0.0,0.0,0.0,0,1,2,3,0,0,2,44.067
4009,Bagnolo Piemonte,0.0,0.0,0.0,0,2,32,3,0,4,0,37.065
4010,Baldissero d'Alba,0.0,0.463,0.0,0,1,3,1,0,0,2,32.164
4011,Barbaresco,0.0,0.0,0.0,0,1,3,1,0,1,3,40.821
4012,Barge,0.0,0.173,0.0,1,3,18,14,0,1,1,29.613
4013,Barolo,0.0,0.0,0.0,2,3,5,7,0,3,14,26.435
4014,Bastia Mondovì,0.0,0.0,0.0,0,0,7,1,0,0,0,24.728
4015,Battifollo,0.0,0.0,0.0,0,1,1,0,0,0,0,39.958
4016,Beinette,0.0,0.227,0.0,1,1,8,1,0,1,16,19.881
4017,Bellino,0.0,0.707,0.0,1,1,0,19,0,0,3,50.867
4018,Belvedere Langhe,0.0,0.0,0.0,0,0,5,0,0,1,0,28.836
4019,Bene Vagienna,0.0,0.0,4.368,2,2,15,1,0,5,0,16.199
4020,Benevello,0.0,0.0,0.0,0,0,0,0,0,0,0,38.828
4021,Bergolo,0.0,0.0,0.0,0,0,4,3,0,2,0,44.074
4022,Bernezzo,0.0,0.0,0.0,0,8,9,6,0,3,15,23.975
4023,Bonvicino,0.0,0.0,0.0,0,0,1,0,0,0,0,31.631
4024,Borgomale,0.0,0.0,0.0,0,1,1,1,0,2,0,40.678
4025,Borgo San Dalmazzo,0.0,0.0,0.0,2,4,24,4,0,4,38,27.008
4026,Bosia,0.0,0.0,0.0,0,0,1,0,0,1,0,41.623
4027,Bossolasco,0.0,0.0,0.0,0,0,5,1,0,1,0,34.151
4028,Boves,0.0,0.0,0.0,2,6,39,13,0,3,2,27.109
4029,Bra,0.0,0.56,0.0,7,6,138,0,0,3,45,23.937
4030,Briaglia,0.0,0.0,0.0,0,0,1,0,0,0,0,25.811
4031,Briga Alta,0.0,0.045,36.486,0,1,5,23,0,1,0,46.007
4032,Brondello,0.0,0.0,0.0,0,1,2,4,0,0,0,18.577
4033,Brossasco,0.0,0.0,0.0,0,1,2,9,0,2,9,23.697
4034,Busca,0.0,0.0,0.0,1,4,40,11,0,11,26,14.347
4035,Camerana,0.0,0.0,1.697,0,0,5,2,0,1,0,42.958
4037,Canale,0.0,0.0,0.0,0,1,11,3,0,7,43,41.336
4038,Canosio,0.0,0.0,0.0,0,0,2,14,0,1,1,47.345
4039,Caprauna,0.0,0.0,0.0,1,0,1,5,0,0,0,54.227
4040,Caraglio,0.0,0.0,0.0,1,7,16,5,0,10,17,19.709
4041,Caramagna Piemonte,0.0,0.0,3.535,0,0,6,1,0,1,10,27.845
4042,Cardè,0.0,0.0,0.0,0,1,2,1,0,0,0,24.453
4043,Carrù,0.0,0.0,0.0,0,2,20,0,0,3,4,19.834
4044,Cartignano,0.0,0.0,0.0,0,1,0,2,0,2,4,27.604
4045,Casalgrasso,0.0,0.503,0.615,0,2,20,0,0,0,2,29.935
4046,Castagnito,0.0,0.09,0.0,0,0,3,2,0,2,7,40.96
4047,Casteldelfino,0.0,0.408,13.724,3,1,4,10,0,1,10,42.667
4049,Castelletto Stura,0.0,0.0,0.0,0,1,6,1,0,0,2,12.917
4050,Castelletto Uzzone,0.0,0.0,0.0,0,0,10,1,0,0,0,45.477
4051,Castellinaldo d'Alba,0.0,0.062,0.0,0,1,2,1,0,0,11,41.275
4052,Castellino Tanaro,0.0,0.0,0.0,0,0,1,3,0,0,1,31.981
4053,Castelmagno,0.0,0.0,0.0,1,2,1,27,0,0,0,37.745
4054,Castelnuovo di Ceva,0.0,0.0,0.263,0,1,1,2,0,0,0,46.107
4055,Castiglione Falletto,0.0,0.0,0.0,0,1,5,2,0,1,28,29.312
4056,Castiglione Tinella,0.0,0.0,0.0,0,0,6,7,0,0,0,49.531
4057,Castino,0.0,0.0,0.0,0,1,1,1,0,2,0,43.587
4058,Cavallerleone,0.0,0.0,0.0,0,2,2,0,0,0,0,20.96
4059,Cavallermaggiore,0.0,1.693,0.0,0,0,23,0,1,5,5,18.865
4060,Celle di Macra,0.0,0.0,0.0,2,0,1,16,0,0,0,36.874
4061,Centallo,0.0,0.0,0.0,0,2,20,1,0,4,7,6.985
4062,Ceresole Alba,0.0,3.778,0.0,2,1,9,7,0,3,2,33.796
4063,Cerretto Langhe,0.0,0.0,0.0,0,0,3,1,0,1,0,36.292
4064,Cervasca,0.0,0.0,0.0,0,0,18,1,0,5,30,21.163
4065,Cervere,0.0,0.0,0.0,0,0,5,1,0,0,3,14.772
4066,Ceva,0.0,0.0,0.0,0,2,10,0,0,0,6,37.33
4067,Cherasco,0.0,0.0,0.0,3,12,39,1,0,1,15,19.899
4068,Chiusa di Pesio,0.0,0.128,41.744,2,0,23,29,0,6,38,32.15
4069,Cigliè,0.0,0.0,0.0,0,0,1,0,0,0,0,27.134
4070,Cissone,0.0,0.0,0.0,0,0,4,1,0,0,0,32.319
4071,Clavesana,0.0,0.0,0.0,1,0,10,0,0,1,0,25.166
4072,Corneliano d'Alba,0.0,0.0,0.0,0,1,8,1,0,2,4,34.13
4073,Cortemilia,0.0,0.0,0.0,1,0,9,2,0,4,0,45.23
4074,Cossano Belbo,0.0,0.0,0.0,0,0,9,3,0,2,0,47.158
4075,Costigliole Saluzzo,0.0,0.0,0.0,0,3,9,2,0,1,7,10.616
4076,Cravanzana,0.0,0.0,0.0,0,1,0,0,0,1,2,39.711
4077,Crissolo,0.0,5.056,23.759,0,2,25,36,0,4,1,42.948
4078,Cuneo,0.0,0.337,0.011,3,75,185,12,1,31,398,15.588
4079,Demonte,0.0,0.705,0.179,0,5,32,29,0,1,18,38.106
4080,Diano d'Alba,0.0,0.0,0.0,0,0,18,1,0,0,37,33.893
4081,Dogliani,0.0,0.0,0.0,1,3,51,2,0,9,10,26.566
4082,Dronero,0.0,0.0,0.0,1,6,18,15,0,13,23,25.441
4083,Elva,0.0,0.0,0.0,1,2,2,11,0,0,0,43.264
4084,Entracque,0.0,1.595,131.526,1,8,58,51,0,2,2,44.249
4085,Envie,0.0,0.0,0.0,0,0,1,3,0,0,0,25.283
4086,Farigliano,0.0,0.0,0.0,0,1,17,0,0,4,2,24.24
4087,Faule,0.0,0.0,0.91,0,1,7,3,0,0,1,27.988
4088,Feisoglio,0.0,0.0,0.0,0,1,2,1,0,0,0,38.219
4089,Fossano,0.0,0.601,0.0,1,4,123,6,0,9,37,5.613
4090,Frabosa Soprana,0.0,0.0,6.125,2,0,41,11,0,2,8,36.127
4091,Frabosa Sottana,0.0,0.112,0.013,1,0,113,17,0,3,24,32.02
4092,Frassino,0.0,0.0,0.0,0,0,6,9,0,0,12,28.261
4093,Gaiola,0.0,0.0,0.0,0,1,2,3,0,0,5,29.338
4094,Gambasca,0.0,0.0,0.0,0,0,0,0,0,0,0,24.128
4095,Garessio,0.0,0.0,0.161,0,4,28,49,0,8,4,48.68
4096,Genola,0.0,0.0,0.0,0,1,12,1,0,1,0,5.822
4097,Gorzegno,0.0,0.0,0.0,0,0,0,1,0,1,0,39.701
4098,Gottasecca,0.0,0.389,0.0,0,0,3,2,0,0,0,45.091
4099,Govone,0.0,0.0,0.0,0,1,3,1,0,0,0,47.071
4100,Grinzane Cavour,0.0,0.0,0.0,1,1,5,1,0,2,33,32.033
4101,Guarene,0.0,0.0,0.0,1,1,7,2,0,1,17,38.738
4102,Igliano,0.0,0.0,0.0,0,1,1,3,0,0,0,33.357
4103,Isasca,0.0,0.0,0.0,0,0,0,0,0,0,0,20.638
4104,Lagnasco,0.0,0.0,0.0,0,2,8,1,0,0,1,10.761
4105,La Morra,0.0,0.0,0.0,0,0,25,9,0,2,4,26.923
4106,Lequio Berria,0.0,0.0,0.0,0,0,0,0,0,1,0,38.559
4107,Lequio Tanaro,0.0,0.0,1.873,0,0,3,1,0,1,3,20.686
4108,Lesegno,0.0,0.0,0.0,0,1,2,1,0,0,4,31.919
4109,Levice,0.0,0.0,0.0,0,0,5,0,0,0,0,42.48
4110,Limone Piemonte,0.0,0.713,0.185,1,1,92,37,0,7,9,40.306
4111,Lisio,0.0,0.0,0.0,0,1,3,1,0,0,6,39.275
4112,Macra,0.0,0.0,0.0,0,0,0,14,0,0,4,36.029
4113,Magliano Alfieri,0.0,0.111,0.0,1,2,5,1,0,2,0,43.411
4114,Magliano Alpi,0.0,0.0,0.0,0,1,18,3,0,1,11,25.817
4115,Mango,0.0,0.0,0.0,0,3,2,1,0,1,1,44.614
4116,Manta,0.0,0.0,0.0,0,1,14,0,0,1,2,11.915
4117,Marene,0.0,0.0,0.0,0,2,11,0,0,0,0,15.078
4118,Margarita,0.0,0.0,0.0,0,5,7,0,0,0,19,16.824
4119,Marmora,0.0,0.0,0.0,0,0,0,11,0,0,1,42.224
4120,Marsaglia,0.0,0.0,0.0,0,0,1,6,0,0,0,30.633
4121,Martiniana Po,0.0,0.0,0.0,1,0,1,2,0,0,0,22.014
4122,Melle,0.0,0.0,0.0,0,1,1,4,0,1,8,24.91
4123,Moiola,0.0,0.0,0.092,0,2,6,7,0,2,8,32.087
4124,Mombarcaro,0.0,0.0,0.0,0,0,7,0,0,0,1,37.434
4125,Mombasiglio,0.0,0.0,0.0,1,1,5,2,0,0,0,34.449
4126,Monastero di Vasco,0.0,0.0,0.0,0,0,5,0,0,0,1,28.191
4127,Monasterolo Casotto,0.0,0.0,0.0,0,2,3,0,0,0,0,36.155
4128,Monasterolo di Savigliano,0.0,0.0,0.0,0,1,5,0,0,0,0,15.003
4129,Monchiero,0.0,0.0,0.0,0,0,5,0,0,1,14,23.819
4130,Mondovì,0.0,0.036,0.701,4,4,162,1,0,8,331,21.609
4131,Monesiglio,0.0,0.0,0.0,0,0,5,1,0,1,1,40.782
4132,Monforte d'Alba,0.0,0.0,0.0,1,1,12,10,0,4,40,27.962
4133,Montà,0.0,0.461,0.0,0,1,14,10,1,4,29,40.296
4134,Montaldo di Mondovì,0.0,0.0,0.0,0,2,15,4,0,0,1,33.117
4135,Montaldo Roero,0.0,0.225,0.0,0,1,4,2,0,1,4,34.017
4136,Montanera,0.0,0.0,0.0,0,0,1,2,0,0,0,10.733
4137,Montelupo Albese,0.0,0.0,0.0,0,0,1,2,0,1,2,33.802
4138,Montemale di Cuneo,0.0,0.0,0.0,0,1,2,4,0,1,0,24.133
4139,Monterosso Grana,0.0,0.0,0.0,2,17,2,15,0,0,0,31.035
4140,Monteu Roero,0.0,1.313,0.0,0,2,5,10,1,1,21,35.572
4141,Montezemolo,0.0,0.0,2.476,0,1,2,4,0,0,0,44.68
4142,Monticello d'Alba,0.0,0.232,0.0,1,4,3,3,0,1,5,31.604
4143,Moretta,0.0,0.0,0.0,0,2,47,0,0,0,7,25.142
4144,Morozzo,0.0,0.0,0.386,0,4,12,1,0,1,10,14.1
4145,Murazzano,0.0,0.0,0.0,0,0,3,1,0,0,0,32.116
4146,Murello,0.0,0.0,0.0,0,6,2,0,0,0,1,23.138
4147,Narzole,0.0,0.198,0.017,0,0,6,2,0,2,2,20.617
4148,Neive,0.0,0.0,0.0,1,2,27,9,0,2,4,43.964
4149,Neviglie,0.0,0.0,0.0,0,0,6,2,0,0,0,42.538
4150,Niella Belbo,0.0,0.0,0.0,0,0,2,1,0,0,0,36.655
4151,Niella Tanaro,0.0,0.0,0.0,0,1,4,0,0,0,0,28.314
4152,Novello,0.0,0.0,0.0,0,1,4,0,0,2,15,24.126
4153,Nucetto,0.0,0.0,0.0,0,1,3,0,0,1,2,41.454
4154,Oncino,0.0,2.76,24.177,0,0,1,21,0,0,0,38.274
4155,Ormea,0.0,0.308,1.542,2,20,11,67,0,7,11,47.655
4156,Ostana,0.0,0.0,4.44,0,0,1,3,0,0,0,38.435
4157,Paesana,0.0,0.0,0.829,0,1,18,20,0,2,2,32.826
4158,Pagno,0.0,0.0,0.0,0,0,2,7,0,0,1,16.762
4159,Pamparato,0.0,0.0,0.051,1,4,9,6,0,1,0,39.635
4160,Paroldo,0.0,0.0,0.0,0,1,2,3,0,0,0,37.882
4161,Perletto,0.0,0.0,0.0,0,0,1,1,0,0,0,47.472
4162,Perlo,0.0,0.0,0.0,0,0,0,2,0,0,0,44.843
4163,Peveragno,0.0,0.0,0.0,0,19,22,15,0,7,14,26.293
4164,Pezzolo Valle Uzzone,0.0,0.0,0.009,0,0,4,1,0,0,0,47.104
4165,Pianfei,0.0,0.0,0.0,0,1,6,4,0,0,27,20.577
4166,Piasco,0.0,0.0,0.0,1,1,3,4,0,0,1,14.114
4167,Pietraporzio,0.0,0.106,0.0,1,0,2,35,0,1,4,54.618
4168,Piobesi d'Alba,0.0,0.0,0.0,0,0,6,0,0,1,0,35.152
4169,Piozzo,0.0,0.0,0.0,0,2,9,0,0,2,4,20.829
4170,Pocapaglia,0.0,0.197,0.0,0,3,4,6,0,0,6,28.243
4171,Polonghera,0.0,0.0,0.035,1,1,16,0,0,0,3,27.128
4172,Pontechianale,0.0,8.306,25.279,1,5,16,36,0,6,5,48.634
4173,Pradleves,0.0,0.0,0.0,0,6,2,9,0,1,3,31.98
4174,Prazzo,0.0,0.0,0.0,0,0,5,15,0,1,7,45.951
4175,Priero,0.0,0.0,0.002,0,0,3,7,0,0,0,43.0
4176,Priocca,0.0,0.0,0.0,0,0,4,0,0,0,2,44.138
4177,Priola,0.0,0.0,0.052,0,0,2,0,0,0,4,46.117
4178,Prunetto,0.0,0.0,0.0,0,1,5,2,0,0,0,41.392
4179,Racconigi,0.0,0.711,0.0,1,1,18,0,0,4,8,25.747
4180,Revello,0.0,0.0,0.41,2,1,10,2,0,2,0,21.249
4181,Rifreddo,0.0,0.0,0.0,0,0,1,1,0,0,0,24.439
4182,Rittana,0.0,0.0,0.0,0,3,2,4,0,0,0,28.81
4183,Roaschia,0.0,0.0,4.259,0,12,1,13,0,0,0,34.92
4184,Roascio,0.0,0.0,0.0,0,0,0,1,0,0,0,35.131
4185,Robilante,0.0,0.0,0.0,3,15,9,15,0,0,3,30.588
4186,Roburent,0.0,0.0,0.0,1,1,66,14,0,7,1,37.411
4187,Roccabruna,0.0,0.0,0.0,0,0,3,5,0,5,14,24.558
4188,Rocca Cigliè,0.0,0.0,0.0,0,0,1,2,0,0,1,28.46
4189,Rocca de' Baldi,0.0,0.36,1.843,2,3,7,1,0,0,3,15.607
4190,Roccaforte Mondovì,0.0,0.538,0.209,0,2,79,28,2,2,18,34.063
4191,Roccasparvera,0.0,2.236,0.0,0,13,2,7,0,0,7,27.088
4192,Roccavione,0.0,0.0,0.0,1,3,6,6,0,0,6,29.839
4193,Rocchetta Belbo,0.0,0.0,0.0,0,0,2,1,0,0,0,44.983
4194,Roddi,0.0,0.0,0.0,0,1,2,0,0,0,29,30.901
4195,Roddino,0.0,0.0,0.0,0,0,3,0,0,0,11,31.629
4196,Rodello,0.0,0.0,0.0,1,0,2,3,0,1,0,36.133
4197,Rossana,0.0,0.0,0.0,0,0,5,7,0,1,0,16.82
4198,Ruffia,0.0,0.0,0.0,0,1,5,0,0,0,0,18.242
4199,Sale delle Langhe,0.0,0.0,0.0,0,0,1,2,0,0,2,41.026
4200,Sale San Giovanni,0.0,0.0,0.0,0,0,0,1,0,0,1,39.334
4201,Saliceto,0.0,0.0,0.321,0,1,3,0,0,1,2,46.829
4202,Salmour,0.0,0.0,0.0,0,0,6,1,0,0,0,14.438
4203,Saluzzo,0.0,0.0,1.161,3,5,52,3,1,9,8,17.213
4204,Sambuco,0.0,0.0,0.0,1,2,1,12,0,0,2,48.323
4205,Sampeyre,0.0,0.307,0.017,1,1,20,29,0,4,24,34.802
4206,San Benedetto Belbo,0.0,0.0,0.0,0,0,5,1,0,0,0,35.36
4207,San Damiano Macra,0.0,0.199,0.0,1,2,3,20,0,2,7,31.122
4208,Sanfrè,0.0,0.412,0.0,0,1,26,1,0,0,2,26.831
4209,Sanfront,0.0,0.126,0.0,0,0,12,10,0,0,1,27.421
4210,San Michele Mondovì,0.0,0.0,0.0,0,0,5,0,0,0,3,30.925
